"iteration","term","estimate"
1,"lag1",1.53215831175928
1,"lag2",0.1333605340375
1,"lag3",-0.0172040658337284
1,"lag4",-4.73264586784052
1,"lag5",2.86118666199357
1,"lag6",1.38532183148771
1,"lag7",1.98216809779325
1,"lag8",-0.509372189302701
1,"lag9",-0.700237014152431
1,"lag10",-2.44864004869257
1,"lag11",1.54346780667974
1,"lag12",-0.317143100349032
2,"lag1",0.620081238253479
2,"lag2",3.32352243809102
2,"lag3",5.11419961120241
2,"lag4",1.98089531010314
2,"lag5",0.792662575079611
2,"lag6",0.228128582851542
2,"lag7",1.14989494105022
2,"lag8",-2.04500854611672
2,"lag9",-3.63306552730358
2,"lag10",4.14136603370732
2,"lag11",4.16023418078602
2,"lag12",10.2264762732518
3,"lag1",4.46837294886492
3,"lag2",4.14493694605015
3,"lag3",3.43985311643928
3,"lag4",-0.205916632993744
3,"lag5",-0.117696293866418
3,"lag6",-0.772808323201766
3,"lag7",-0.278187833693817
3,"lag8",2.98539788917984
3,"lag9",-1.69672163880141
3,"lag10",-1.12570770865384
3,"lag11",-4.81914478123949
3,"lag12",-1.74000683223424
4,"lag1",5.45879828601316
4,"lag2",4.52019068835428
4,"lag3",12.4226657022389
4,"lag4",10.1362868732867
4,"lag5",6.09626859265232
4,"lag6",2.3387306672413
4,"lag7",4.03170154771843
4,"lag8",2.25340244710666
4,"lag9",0.743340073112312
4,"lag10",0.788745037409424
4,"lag11",0.819182984546922
4,"lag12",1.26390678251564
5,"lag1",2.63779194496756
5,"lag2",3.36361228707954
5,"lag3",4.85019083008045
5,"lag4",2.52479946439545
5,"lag5",-0.540003361719754
5,"lag6",0.543151195161657
5,"lag7",2.76324514507007
5,"lag8",3.22403049328247
5,"lag9",0.681714690600083
5,"lag10",1.26100241971074
5,"lag11",-0.244784204628505
5,"lag12",0.22100344176588
6,"lag1",-0.126671096993375
6,"lag2",-2.27054990446202
6,"lag3",0.313573865152046
6,"lag4",-3.92411490949952
6,"lag5",-2.2039736585388
6,"lag6",-2.13563058808364
6,"lag7",-1.86224348082766
6,"lag8",0.140149309519073
6,"lag9",2.93580673187393
6,"lag10",0.822439519758813
