"iteration","term","estimate","std_error"
1,"lag1",2.87641519942293,0.453959853241999
1,"lag2",2.70197868374979,0.520984601993526
1,"lag3",4.1741168168211,0.541469971476508
1,"lag4",4.13213637167463,0.597413748387889
1,"lag5",0.455853787410061,0.546811363425461
1,"lag6",-0.567640886858014,0.449190550636487
1,"lag7",2.46990709936417,0.458319334422547
1,"lag8",3.53806922046442,0.51621905929918
1,"lag9",1.50115142821775,0.537635129489832
1,"lag10",1.18209986516303,0.59303679198595
1,"lag11",1.01824068044587,0.550266457923252
1,"lag12",0.87875419415047,0.449196481880778
2,"lag1",4.12060898457734,0.463745786174989
2,"lag2",0.439287006586781,0.532365471305202
2,"lag3",-0.758057868419168,0.559345235971115
2,"lag4",-0.714451728956819,0.615458918754967
2,"lag5",0.223300440083952,0.564088941693991
2,"lag6",1.4290257651347,0.463937785116348
2,"lag7",0.926314247335473,0.465961130115605
2,"lag8",0.572716290263234,0.529110138245071
2,"lag9",-1.21724814085251,0.55788745067697
2,"lag10",-1.35090985259176,0.61409757093314
2,"lag11",0.00237500393315536,0.570999842187047
2,"lag12",0.912993268161124,0.463030246809276
3,"lag1",2.11638352088331,0.466920626821866
3,"lag2",4.08042610473686,0.537521827233552
3,"lag3",4.65249791952824,0.539091899219449
3,"lag4",3.78019950914694,0.564902286671945
3,"lag5",0.23850566126936,0.582658835082567
3,"lag6",-0.375929116757945,0.467846162950137
3,"lag7",-0.95908021856259,0.467487332209104
3,"lag8",2.49173775551367,0.534118497348415
3,"lag9",2.48818302579212,0.54576060607604
3,"lag10",2.66178009034524,0.563298436375946
3,"lag11",0.960680325961241,0.590156198890741
3,"lag12",0.888092727055916,0.47110721866495
4,"lag1",2.78828548826739,0.429950411525111
4,"lag2",1.21674560462684,0.47884026257752
4,"lag3",4.56503320576398,0.509231199809189
4,"lag4",4.83790086318262,0.551632631440363
4,"lag5",0.860818656043612,0.531201483199863
4,"lag6",0.965688117144013,0.437244590070956
4,"lag7",0.271867419010525,0.432195020861587
4,"lag8",0.351208308582374,0.474896861454987
4,"lag9",-0.204513819688522,0.511632159514993
4,"lag10",-0.0347257485506249,0.551250980676551
4,"lag11",0.329027720040696,0.540028354523129
4,"lag12",0.539238059586015,0.439754728216703
5,"lag1",2.51085417397111,0.480766251167461
5,"lag2",0.726374223769318,0.540135256373237
5,"lag3",1.83498414872666,0.575695904687331
5,"lag4",2.85733990208207,0.605800011341764
5,"lag5",-0.50223869669022,0.578736125696916
5,"lag6",0.451625571014142,0.480205630626019
5,"lag7",-0.662849574130397,0.482336411941382
5,"lag8",4.06050604509968,0.537686995173058
5,"lag9",1.98928652155142,0.580369805453198
5,"lag10",1.40436551274878,0.5977065590545
5,"lag11",0.397579630333794,0.582652510926138
5,"lag12",-0.217583089245536,0.482134454870414
6,"lag1",3.25345868329261,0.416959814456112
6,"lag2",1.68062934143866,0.477283278060523
6,"lag3",3.1438445686067,0.50868358595473
6,"lag4",1.88492647377247,0.529288336709745
6,"lag5",-1.16785862239249,0.512204499706172
6,"lag6",-0.4377816192974,0.419121406791796
6,"lag7",-0.338935916963774,0.419617026043643
6,"lag8",2.35616980628208,0.476777978704375
6,"lag9",3.80547189224106,0.513258617465453
6,"lag10",1.60203773931116,0.532796965390948
6,"lag11",-0.39512786750585,0.522151323242094
6,"lag12",-1.0456171893763,0.424224636586825
7,"lag1",1.79913880550541,0.409663631434036
7,"lag2",1.50644351024278,0.474223207578136
7,"lag3",3.98533915753967,0.512523595875051
7,"lag4",2.91015165647635,0.508035790121605
7,"lag5",0.207192995791937,0.488688245002752
7,"lag6",0.469598063041143,0.414020569302047
7,"lag7",0.455601214741671,0.414722572582294
7,"lag8",-0.299201756005918,0.476944564509913
7,"lag9",-1.35198405339041,0.518238685345343
7,"lag10",-0.348572699042119,0.507471946901869
7,"lag11",1.00849091117368,0.502473519041211
7,"lag12",0.0110331888486712,0.419019612437904
8,"lag1",5.15835410666292,0.398815865236468
8,"lag2",1.29772141592149,0.465320632267499
8,"lag3",1.37796612851197,0.497893420901109
8,"lag4",-0.235086404121632,0.510160938940035
8,"lag5",-0.000389227555781708,0.45884648283643
8,"lag6",0.765239913857537,0.394790837385989
8,"lag7",-0.0163251599051862,0.403612482472156
8,"lag8",-0.406815216924566,0.4681515778074
8,"lag9",-2.03027521122621,0.507217017184258
8,"lag10",-1.03686657775031,0.514429283927229
8,"lag11",-0.415784137766883,0.469821851056585
8,"lag12",-0.467028138328555,0.399292301340065
9,"lag1",1.21838920408297,0.427453159929905
9,"lag2",0.491568376839721,0.480062091891933
9,"lag3",2.5389331472158,0.517822695257928
9,"lag4",3.36092677438067,0.563959818518672
9,"lag5",0.527871904969196,0.511861091613593
9,"lag6",0.959954604336633,0.428360979101052
9,"lag7",0.620344410591087,0.431331467636473
9,"lag8",3.31472639521118,0.478366411379544
9,"lag9",2.41197111848969,0.527404253255595
9,"lag10",1.61456862056456,0.569303334289878
9,"lag11",0.639197972949265,0.527129965700708
9,"lag12",-0.490574692184385,0.433703443278589
10,"lag1",3.66577253000487,0.464605210555602
10,"lag2",0.213647495054758,0.512000500012365
10,"lag3",-0.152972849920429,0.556589969230733
10,"lag4",0.361155009104983,0.630682157270294
10,"lag5",0.660745276535728,0.56019421205764
10,"lag6",1.02680184824943,0.46120610153375
10,"lag7",-0.269084985728767,0.4650570390649
10,"lag8",1.0377159194812,0.507812755846493
10,"lag9",0.0677475352027616,0.5532028194111
10,"lag10",0.521805208334032,0.626064433812277
10,"lag11",-0.0795848518664542,0.568378849870433
10,"lag12",1.23457112136683,0.463711596657029
11,"lag1",3.03631767663474,0.425349562477449
11,"lag2",1.82274084155585,0.482797454804404
11,"lag3",5.05716714813184,0.497282281311132
11,"lag4",5.42674724442787,0.540003413344032
11,"lag5",0.240002102191697,0.53102747944893
11,"lag6",2.10408096776166,0.433886758633126
11,"lag7",0.904739241052042,0.428337207067824
11,"lag8",2.10589003994985,0.477341982061689
11,"lag9",0.290853526091877,0.497970058492635
11,"lag10",0.654722069758846,0.540311163125258
11,"lag11",1.69656722296262,0.538937773011725
11,"lag12",1.29048041271656,0.435022849469801
12,"lag1",6.90411846502944,0.423501025158543
12,"lag2",0.267386520218962,0.485588695324194
12,"lag3",0.393120856675849,0.515175330261017
12,"lag4",2.75026437292798,0.555916894699706
12,"lag5",0.362235448062099,0.513932881611895
12,"lag6",0.578634734643525,0.424303663022495
12,"lag7",1.73800766798427,0.427863723548139
12,"lag8",0.910486387147235,0.482116353478197
12,"lag9",2.24706687122968,0.516457316582294
12,"lag10",0.903698388450584,0.553553112687621
12,"lag11",0.17697251603675,0.522325836665371
12,"lag12",0.492315425266405,0.425659725437489
13,"lag1",4.39274096250152,0.433446948871735
13,"lag2",1.14306871559711,0.487100734776907
13,"lag3",1.94391472255012,0.541921209565155
13,"lag4",2.52752311336237,0.616644449812116
13,"lag5",0.79662367382195,0.554280922884687
13,"lag6",1.42134906588464,0.446259190647298
13,"lag7",0.78616145326821,0.435967223701394
13,"lag8",0.300740481517284,0.484798420314242
13,"lag9",-1.22682154518123,0.541279323303819
13,"lag10",0.23684450703431,0.611237703605027
13,"lag11",-0.45183903942108,0.556549127334096
13,"lag12",0.863666133585236,0.446223848855851
14,"lag1",1.47396887040809,0.449364893587099
14,"lag2",1.00682140386141,0.502500927436658
14,"lag3",3.08018654933777,0.569107680394792
14,"lag4",3.95574325711523,0.613877703184401
14,"lag5",0.376120684708343,0.55268017782852
14,"lag6",2.49991819109261,0.454129861253619
14,"lag7",1.90075791525807,0.452810004807983
14,"lag8",0.537394521618402,0.503393621554041
14,"lag9",1.33133325503325,0.570816768945754
14,"lag10",1.47993959668457,0.615022219751392
14,"lag11",-0.714287258909289,0.56197835638535
14,"lag12",-0.553820194732402,0.458041995819366
15,"lag1",4.47122422721782,0.481089844830827
15,"lag2",2.2488160655168,0.555643562514564
15,"lag3",5.63281266354044,0.620881468924405
15,"lag4",2.18895541355379,0.626718253003754
15,"lag5",0.818105251251885,0.57097084275484
15,"lag6",1.18252101116016,0.483005613479599
15,"lag7",0.829787961854934,0.481068932060567
15,"lag8",1.58828741343891,0.551937182904496
15,"lag9",0.366818081951785,0.614281169635314
15,"lag10",0.139863453039401,0.616472027806723
15,"lag11",1.1524591089849,0.573884174365593
15,"lag12",1.67088639536081,0.482330954176186
16,"lag1",-1.23617424115792,0.465685969833087
16,"lag2",-2.67549516518821,0.546971521286949
16,"lag3",0.0380255176297408,0.575045780426803
16,"lag4",1.12635272957734,0.577925688251465
16,"lag5",0.169403334262789,0.523343334080718
16,"lag6",0.803233174066248,0.456368944783198
16,"lag7",-0.979787705062043,0.46791088213463
16,"lag8",1.86206891436149,0.544761739014515
16,"lag9",2.35008777351456,0.57924022383846
16,"lag10",2.09393490815746,0.587705136375258
16,"lag11",-0.808740289573208,0.533971469483796
16,"lag12",-1.52928528838054,0.460060054780233
17,"lag1",0.823325899217041,0.47331288792032
17,"lag2",-0.00929454185914721,0.527656822701163
17,"lag3",1.75488615275923,0.562739507207262
17,"lag4",3.01768471202043,0.60127908377484
17,"lag5",-0.462346411922362,0.576434312953177
17,"lag6",1.45553401122843,0.469456492847679
17,"lag7",-0.19278393422318,0.474409032263081
17,"lag8",0.319359108549767,0.523376101910622
17,"lag9",2.76358713510927,0.565953562687366
17,"lag10",0.65799565561629,0.602032702442236
17,"lag11",-0.264992997987607,0.58676089387567
17,"lag12",-0.249679057605133,0.474984078270897
18,"lag1",5.463320062704,0.463192165761693
18,"lag2",0.0687957982040536,0.519393297811252
18,"lag3",1.74490444958793,0.565088609723321
18,"lag4",1.88515211240934,0.594834269885699
